year,anom,scenario,country
2056,2.879285760106904,ssp245,Russia
2057,3.6465232874251803,ssp245,Russia
2058,2.6546197229329915,ssp245,Russia
2059,3.264719858639777,ssp245,Russia
2060,1.8990021665071892,ssp245,Russia
2061,3.420139753636473,ssp245,Russia
2062,2.4704311846010727,ssp245,Russia
2063,2.7642033297161834,ssp245,Russia
2064,2.47927851646842,ssp245,Russia
2065,2.8030393590544893,ssp245,Russia
2066,1.9758448619075697,ssp245,Russia
2067,2.60720269683595,ssp245,Russia
2068,2.0191302680289,ssp245,Russia
2069,2.021175090650462,ssp245,Russia
2070,2.659486648474097,ssp245,Russia
2071,2.1567554457540172,ssp245,Russia
2072,3.457558460158256,ssp245,Russia
2073,2.856595354225704,ssp245,Russia
2074,2.4576253590394077,ssp245,Russia
2075,2.5733546299047,ssp245,Russia
2076,3.2517517094038006,ssp245,Russia
2077,3.7422554904696046,ssp245,Russia
2078,4.052817267286843,ssp245,Russia
2079,3.4806750492259755,ssp245,Russia
2080,4.548792149120157,ssp245,Russia
2081,3.547019320232478,ssp245,Russia
2082,3.568320975880983,ssp245,Russia
2083,2.9033798838962346,ssp245,Russia
2084,3.7048136945581995,ssp245,Russia
2085,3.255098041685073,ssp245,Russia
2086,3.383237436213575,ssp245,Russia
2087,2.8717919233735234,ssp245,Russia
2088,3.0006745685524954,ssp245,Russia
2089,3.4312540518449732,ssp245,Russia
2090,2.49276334673919,ssp245,Russia
2091,3.1064729695873523,ssp245,Russia
2092,3.288527516621919,ssp245,Russia
2093,3.1908715251302042,ssp245,Russia
2094,3.343374271016696,ssp245,Russia
2095,3.813215438854291,ssp245,Russia
2096,3.398114291880136,ssp245,Russia
2097,3.5138390311552494,ssp245,Russia
2098,3.1334253033506565,ssp245,Russia
2099,3.4948318929377473,ssp245,Russia
2100,3.458281473586422,ssp245,Russia
2015,0.4402208859328482,ssp245,Japan
2016,0.18473560028565722,ssp245,Japan
2017,0.6066931802784526,ssp245,Japan
2018,0.755532992487555,ssp245,Japan
2019,0.6270648462165065,ssp245,Japan
2020,1.4685353210359335,ssp245,Japan
2021,0.6583522092487417,ssp245,Japan
2022,0.7612273118015247,ssp245,Japan
2023,1.060603267025779,ssp245,Japan
2024,1.3854030295390634,ssp245,Japan
2025,0.44832590748952816,ssp245,Japan
2026,0.9606562421242025,ssp245,Japan
2027,1.3003335502877313,ssp245,Japan
2028,0.012119822442825489,ssp245,Japan
2029,1.0890189914495914,ssp245,Japan
2030,0.5511413169330507,ssp245,Japan
2031,1.7139260035780601,ssp245,Japan
2032,0.6444527691015882,ssp245,Japan
2033,1.1418580353478316,ssp245,Japan
2034,0.3909480320605618,ssp245,Japan
2035,1.0236485146687413,ssp245,Japan
2036,1.1731367858144266,ssp245,Japan
2037,1.836826836602588,ssp245,Japan
2038,0.9710157672062639,ssp245,Japan
2039,1.1602537353873201,ssp245,Japan
2040,1.2314190356547985,ssp245,Japan
2041,0.9522782942959088,ssp245,Japan
2042,1.0159513767936605,ssp245,Japan
2043,0.9058207855173396,ssp245,Japan
2044,1.152611346922592,ssp245,Japan
2045,1.6848525620356614,ssp245,Japan
2046,2.081075155559028,ssp245,Japan
2047,0.8018964154618982,ssp245,Japan
2048,1.445252638647763,ssp245,Japan
2049,0.8176677655905089,ssp245,Japan
2050,1.2509931426557561,ssp245,Japan
2051,1.7069464118952231,ssp245,Japan
2052,0.9729815131083521,ssp245,Japan
2053,1.7349934463103465,ssp245,Japan
2054,1.7306503057666585,ssp245,Japan
2055,1.034695967620534,ssp245,Japan
2056,1.915572114080695,ssp245,Japan
2057,1.4519036452170555,ssp245,Japan
2058,1.4113818111883436,ssp245,Japan
2059,1.8142686746085963,ssp245,Japan
2060,2.035473113818028,ssp245,Japan
2061,1.1287272047160137,ssp245,Japan
2062,1.2136210053906422,ssp245,Japan
2063,1.4931061582919551,ssp245,Japan
2064,1.2976634826344495,ssp245,Japan
2065,1.525875173404673,ssp245,Japan
2066,2.097019812456131,ssp245,Japan
2067,2.5669048131321603,ssp245,Japan
2068,1.718592994857944,ssp245,Japan
2069,1.8821959269751858,ssp245,Japan
2070,1.5419484560300745,ssp245,Japan
2071,2.3378521707132656,ssp245,Japan
2072,2.4338094466602382,ssp245,Japan
2073,1.943191218710974,ssp245,Japan
2074,1.9665743184444733,ssp245,Japan
2075,2.7524256282074204,ssp245,Japan
2076,2.1463674123177223,ssp245,Japan
2077,1.9611687276924274,ssp245,Japan
2078,1.9707775403689949,ssp245,Japan
2079,2.2066477900944768,ssp245,Japan
2080,1.923590239025812,ssp245,Japan
2081,2.1485767121558235,ssp245,Japan
2082,2.5673857470276524,ssp245,Japan
2083,2.0152636588308193,ssp245,Japan
2084,1.5622918576385887,ssp245,Japan
2085,2.8854616105749287,ssp245,Japan
2086,2.5889882156597466,ssp245,Japan
2087,2.490092781686766,ssp245,Japan
2088,2.0969570126462536,ssp245,Japan
2089,1.8238999896151462,ssp245,Japan
2090,1.8743446690799568,ssp245,Japan
2091,2.061304648058235,ssp245,Japan
2092,2.4808427019006496,ssp245,Japan
2093,2.171646523735095,ssp245,Japan
2094,2.3092404788208603,ssp245,Japan
2095,2.49401489184673,ssp245,Japan
2096,1.8169465173002208,ssp245,Japan
2097,2.5469503689874,ssp245,Japan
2098,2.343676054743796,ssp245,Japan
2099,2.436103167770024,ssp245,Japan
2100,2.7322878333485243,ssp245,Japan
2015,0.04429166710250584,ssp245,India
2016,0.8191271471125888,ssp245,India
2017,0.4422676460316895,ssp245,India
2018,1.103073455003946,ssp245,India
2019,1.3543649461426848,ssp245,India
2020,0.41227330936485346,ssp245,India
2021,0.706176561373689,ssp245,India
2022,1.1603741031509573,ssp245,India
2023,1.5552522333856516,ssp245,India
2024,1.3141037202202717,ssp245,India
2025,1.1244512158791913,ssp245,India
2026,1.1137941526260628,ssp245,India
2027,1.593888718775256,ssp245,India
2028,1.1909847854479538,ssp245,India
2029,0.9296467397196368,ssp245,India
2030,1.5478946099645408,ssp245,India
2031,1.4922592975654896,ssp245,India
2032,1.2019712089608998,ssp245,India
2033,1.1194139347249739,ssp245,India
2034,1.0656190166388055,ssp245,India
2035,1.2119484715685533,ssp245,India
2036,1.6847456183929905,ssp245,India
2037,1.4094017412955067,ssp245,India
2038,0.9772712546898447,ssp245,India
2039,1.2973686270615077,ssp245,India
2040,1.3652747515892405,ssp245,India
2041,1.130815233093232,ssp245,India
2042,1.2951051676324592,ssp245,India
2043,1.7459308136681346,ssp245,India
2044,1.3110594828152495,ssp245,India
2045,1.338660617989791,ssp245,India
2046,1.4933625261660322,ssp245,India
2047,1.9593791441916812,ssp245,India
2048,1.5592926674111987,ssp245,India
2049,2.115323550242551,ssp245,India
2050,1.4624089042806263,ssp245,India
2051,1.8451703637199686,ssp245,India
2052,1.996112017957042,ssp245,India
2053,2.1445877733944188,ssp245,India
2054,1.265717277242939,ssp245,India
2055,2.05180079844626,ssp245,India
2056,2.327898320598885,ssp245,India
2057,1.7887207099994777,ssp245,India
2058,1.3494564289497935,ssp245,India
2059,1.6760645613877534,ssp245,India
2060,2.187190104068098,ssp245,India
2061,1.5886834275141157,ssp245,India
2062,1.4315963862764571,ssp245,India
2063,1.7314595939932471,ssp245,India
2064,2.1871020918449156,ssp245,India
2065,2.0176977539111944,ssp245,India
2066,1.9341949303939279,ssp245,India
2067,2.133602139500725,ssp245,India
2068,2.1032992273374305,ssp245,India
2069,2.5071034189641783,ssp245,India
2070,1.90059453856549,ssp245,India
2071,2.094988363692055,ssp245,India
2072,2.1591880471790548,ssp245,India
2073,1.8633503562219969,ssp245,India
2074,1.6194515266274179,ssp245,India
2075,2.065129215320312,ssp245,India
2076,2.308660695989617,ssp245,India
2077,2.2159507783641947,ssp245,India
2078,2.2691385972034923,ssp245,India
2079,2.4579914371856337,ssp245,India
2080,2.5964921707262727,ssp245,India
2081,2.249048616081393,ssp245,India
2082,2.4714834676639788,ssp245,India
2083,2.4906194807762234,ssp245,India
2084,2.3537866518692883,ssp245,India
2085,2.37252537681026,ssp245,India
2086,2.381772925140518,ssp245,India
2087,2.044842169093468,ssp245,India
2088,1.887085564380283,ssp245,India
2089,2.327168623112806,ssp245,India
2090,2.2543360114400595,ssp245,India
2091,2.101016396320006,ssp245,India
2092,2.6188488885788335,ssp245,India
2093,2.416412306025079,ssp245,India
2094,2.531295772170117,ssp245,India
2095,2.9672848858747645,ssp245,India
2096,2.0681885439441854,ssp245,India
2097,3.3005167106142665,ssp245,India
2098,3.263186400932414,ssp245,India
2099,2.732846283188002,ssp245,India
2100,2.849608071358513,ssp245,India
2015,0.7864685822363272,ssp245,People's Republic of China
2016,0.4166790351737415,ssp245,People's Republic of China
2017,0.8666138651430237,ssp245,People's Republic of China
2018,1.0159359761608675,ssp245,People's Republic of China
2019,1.1318085433756917,ssp245,People's Republic of China
2020,1.4725473207594137,ssp245,People's Republic of China
2021,0.8996891540933432,ssp245,People's Republic of China
2022,1.1880392070585846,ssp245,People's Republic of China
2023,1.0269347820891417,ssp245,People's Republic of China
2024,1.1887449638529555,ssp245,People's Republic of China
2025,1.0018540608755702,ssp245,People's Republic of China
2026,1.0260027764916544,ssp245,People's Republic of China
2027,1.018176078364775,ssp245,People's Republic of China
2028,0.8024031221847728,ssp245,People's Republic of China
2029,0.885320572912813,ssp245,People's Republic of China
2030,1.01607656103039,ssp245,People's Republic of China
2031,1.6451921202855744,ssp245,People's Republic of China
2032,1.241888984208568,ssp245,People's Republic of China
2033,1.431005227110181,ssp245,People's Republic of China
2034,1.294093043597692,ssp245,People's Republic of China
2035,1.4474659633528328,ssp245,People's Republic of China
2036,1.234037251596013,ssp245,People's Republic of China
2037,1.9535146488993516,ssp245,People's Republic of China
2038,1.3587071972520204,ssp245,People's Republic of China
2039,1.228220449193235,ssp245,People's Republic of China
2040,1.4190916482180458,ssp245,People's Republic of China
2041,1.433092113632608,ssp245,People's Republic of China
2042,1.3480887506644461,ssp245,People's Republic of China
2043,1.433271241198565,ssp245,People's Republic of China
2044,1.4129218376583648,ssp245,People's Republic of China
2045,1.830333340024589,ssp245,People's Republic of China
2046,2.058808749416465,ssp245,People's Republic of China
2047,1.3149567968072284,ssp245,People's Republic of China
2048,1.1489366116966886,ssp245,People's Republic of China
2049,1.3739008290207158,ssp245,People's Republic of China
2050,1.5444839684102476,ssp245,People's Republic of China
2051,2.0045762378928456,ssp245,People's Republic of China
2052,1.611254853646379,ssp245,People's Republic of China
2053,2.014445268926237,ssp245,People's Republic of China
2054,1.8164359521638913,ssp245,People's Republic of China
2055,1.293715984120627,ssp245,People's Republic of China
2056,2.1101779142144714,ssp245,People's Republic of China
2057,1.9206745889079464,ssp245,People's Republic of China
2058,1.5376887041013336,ssp245,People's Republic of China
2059,2.165417254838924,ssp245,People's Republic of China
2060,2.209154682971836,ssp245,People's Republic of China
2061,2.0896803777982935,ssp245,People's Republic of China
2062,1.9226326763597048,ssp245,People's Republic of China
2063,2.2533810670437515,ssp245,People's Republic of China
2064,2.1575859754307847,ssp245,People's Republic of China
2065,2.094063598310705,ssp245,People's Republic of China
2066,2.114032039455865,ssp245,People's Republic of China
2067,2.5324831189300343,ssp245,People's Republic of China
2068,1.8642784799139798,ssp245,People's Republic of China
2069,2.4051156412988437,ssp245,People's Republic of China
2070,2.414335464248621,ssp245,People's Republic of China
2071,2.645512758591064,ssp245,People's Republic of China
2072,2.2173066060686173,ssp245,People's Republic of China
2073,2.1519426430442166,ssp245,People's Republic of China
2074,2.449094597259809,ssp245,People's Republic of China
2075,2.4987388843382323,ssp245,People's Republic of China
2076,2.3330952919473584,ssp245,People's Republic of China
2077,2.570712400187487,ssp245,People's Republic of China
2078,2.428252167896207,ssp245,People's Republic of China
2079,2.5118414203366735,ssp245,People's Republic of China
2080,2.4174888459358206,ssp245,People's Republic of China
2081,2.439351037905869,ssp245,People's Republic of China
2082,2.94115298879546,ssp245,People's Republic of China
2083,2.7149794199403945,ssp245,People's Republic of China
2084,2.440265188855645,ssp245,People's Republic of China
2085,3.1020812040694987,ssp245,People's Republic of China
2086,2.959220066131966,ssp245,People's Republic of China
2087,2.552443145795864,ssp245,People's Republic of China
2088,2.228081160731422,ssp245,People's Republic of China
2089,2.15711611493696,ssp245,People's Republic of China
2090,2.621492935546326,ssp245,People's Republic of China
2091,2.4381254107556276,ssp245,People's Republic of China
2092,3.1716162499367053,ssp245,People's Republic of China
2093,2.6595209966681033,ssp245,People's Republic of China
2094,2.654326269999893,ssp245,People's Republic of China
2095,3.045347281515774,ssp245,People's Republic of China
2096,2.919861156813131,ssp245,People's Republic of China
2097,3.242182471149509,ssp245,People's Republic of China
2098,2.790868899605879,ssp245,People's Republic of China
2099,2.786048046856039,ssp245,People's Republic of China
2100,3.071443917422961,ssp245,People's Republic of China
2015,0.6839709851795404,ssp370,United States of America
2016,0.9374289877303178,ssp370,United States of America
2017,0.9155522738952423,ssp370,United States of America
2018,1.2463410885603554,ssp370,United States of America
2019,0.5295610559651969,ssp370,United States of America
2020,0.6922043548886845,ssp370,United States of America
2021,0.7898501649323276,ssp370,United States of America
2022,1.2342116711239652,ssp370,United States of America
2023,1.384688126890826,ssp370,United States of America
2024,0.8617567274997344,ssp370,United States of America
2025,1.517896902525249,ssp370,United States of America
2026,1.2552220228627842,ssp370,United States of America
2027,1.195383498159723,ssp370,United States of America
2028,1.6012360722360803,ssp370,United States of America
2029,1.026265837491276,ssp370,United States of America
2030,1.2139395371080925,ssp370,United States of America
2031,0.7704233128322325,ssp370,United States of America
2032,1.0253211593276013,ssp370,United States of America
2033,1.2123039796541184,ssp370,United States of America
2034,1.3090650189215756,ssp370,United States of America
2035,1.4933889809610295,ssp370,United States of America
2036,0.9602749007701673,ssp370,United States of America
2037,2.044795061265877,ssp370,United States of America
2038,1.4546505329266968,ssp370,United States of America
2039,1.693192520327406,ssp370,United States of America
2040,1.4011294212130467,ssp370,United States of America
2041,1.444575257470561,ssp370,United States of America
2042,2.069389423209381,ssp370,United States of America
2043,2.043670108262115,ssp370,United States of America
2044,2.0826030244386606,ssp370,United States of America
2045,1.7156996186570321,ssp370,United States of America
2046,2.070295259236211,ssp370,United States of America
2047,2.379239984152553,ssp370,United States of America
2048,2.545247271365531,ssp370,United States of America
2049,2.100230678706484,ssp370,United States of America
2050,1.99276765458097,ssp370,United States of America
2051,2.0945685030448744,ssp370,United States of America
2052,2.147459256720352,ssp370,United States of America
2053,1.6544456175770597,ssp370,United States of America
2054,2.0275258725954024,ssp370,United States of America
2055,3.0231607840734114,ssp370,United States of America
2056,2.4304675905100397,ssp370,United States of America
2057,2.793435883980114,ssp370,United States of America
2058,3.1929959382317055,ssp370,United States of America
2059,2.6298793799896125,ssp370,United States of America
2060,3.13796866934504,ssp370,United States of America
2061,2.852712654331728,ssp370,United States of America
2062,3.3933712980098236,ssp370,United States of America
2063,2.261731998778005,ssp370,United States of America
2064,2.4658577087333704,ssp370,United States of America
2065,2.4426366563005564,ssp370,United States of America
2066,2.6965667183136657,ssp370,United States of America
2067,3.5728143629579465,ssp370,United States of America
2068,2.57186039700492,ssp370,United States of America
2069,3.6903029954928583,ssp370,United States of America
2070,3.5025182314730077,ssp370,United States of America
2071,4.2428428965933,ssp370,United States of America
2072,3.5839102837339705,ssp370,United States of America
2073,3.584316263862462,ssp370,United States of America
2074,3.6231383654466502,ssp370,United States of America
2075,3.736176678962269,ssp370,United States of America
2076,3.5037632992652252,ssp370,United States of America
2077,3.433394580707728,ssp370,United States of America
2078,3.345584411251363,ssp370,United States of America
2079,3.816300785160708,ssp370,United States of America
2080,3.8135192488872565,ssp370,United States of America
2081,3.7341147469119007,ssp370,United States of America
2082,3.8513866661425813,ssp370,United States of America
2083,4.488867442471547,ssp370,United States of America
2084,4.1313166293460375,ssp370,United States of America
2085,3.974526410660417,ssp370,United States of America
2086,4.106697130421982,ssp370,United States of America
2087,3.5341005090607296,ssp370,United States of America
2088,4.058750375840155,ssp370,United States of America
2089,4.115533621027092,ssp370,United States of America
2090,4.033758208665929,ssp370,United States of America
2091,4.409397272624034,ssp370,United States of America
2092,5.050543544157689,ssp370,United States of America
2093,4.116181263302619,ssp370,United States of America
2094,4.107294225368695,ssp370,United States of America
2095,4.203783052890251,ssp370,United States of America
2096,4.432807520227288,ssp370,United States of America
2097,4.5149521121365055,ssp370,United States of America
2098,3.4535504587434125,ssp370,United States of America
2099,4.0283140382237805,ssp370,United States of America
2100,4.34504358866802,ssp370,United States of America
2015,1.1342093143826801,ssp370,Russia
2016,1.2280974964890703,ssp370,Russia
2017,1.087610916611033,ssp370,Russia
2018,0.9777125845693583,ssp370,Russia
2019,0.9986369499087469,ssp370,Russia
2020,1.226620219401269,ssp370,Russia
2021,2.1487568561549124,ssp370,Russia
2022,1.6182623213502976,ssp370,Russia
2023,1.5456469623369335,ssp370,Russia
2024,1.9506759346582645,ssp370,Russia
2025,0.39335428777259945,ssp370,Russia
2026,1.0430888604544728,ssp370,Russia
2027,0.5260691068119032,ssp370,Russia
2028,0.517804277263564,ssp370,Russia
2029,1.1889972789716865,ssp370,Russia
2030,1.2771932034809201,ssp370,Russia
2031,2.2088612373812624,ssp370,Russia
2032,1.548887615598366,ssp370,Russia
2033,0.7336810555803986,ssp370,Russia
2034,0.48009330960949337,ssp370,Russia
2035,1.1184799857777217,ssp370,Russia
2036,0.7669955207603679,ssp370,Russia
2037,2.5039193493486955,ssp370,Russia
2038,1.7251365143481712,ssp370,Russia
2039,1.570093856887673,ssp370,Russia
2040,2.008354087130648,ssp370,Russia
2041,1.9358249286424172,ssp370,Russia
2042,1.725350680762789,ssp370,Russia
2043,2.2996036991185616,ssp370,Russia
2044,2.047616329494843,ssp370,Russia
2045,0.6576832677390507,ssp370,Russia
2046,1.544227760104602,ssp370,Russia
2047,2.055098849034372,ssp370,Russia
2048,2.1909184579260113,ssp370,Russia
2049,3.3903375967875875,ssp370,Russia
2050,2.0406098062160916,ssp370,Russia
2051,2.452126647904022,ssp370,Russia
2052,3.00297364573407,ssp370,Russia
2053,2.4665075776916168,ssp370,Russia
2054,2.094126218699926,ssp370,Russia
2055,2.247995814555139,ssp370,Russia
2056,2.6262845542079543,ssp370,Russia
2057,3.3302280326503824,ssp370,Russia
2058,2.799699687720521,ssp370,Russia
2059,2.6219968171346992,ssp370,Russia
2060,3.06568623877906,ssp370,Russia
2061,2.6882388294133803,ssp370,Russia
2062,2.427076424234295,ssp370,Russia
2063,2.329558389572812,ssp370,Russia
2064,2.86196068812751,ssp370,Russia
2065,3.497964415592636,ssp370,Russia
2066,3.822489379786363,ssp370,Russia
2067,4.2955839790453805,ssp370,Russia
2068,3.5259535126084303,ssp370,Russia
2069,3.822680658776351,ssp370,Russia
2070,3.7816416485723225,ssp370,Russia
2071,3.9720657387208123,ssp370,Russia
2072,3.591051601140888,ssp370,Russia
2073,4.605783225066093,ssp370,Russia
2074,4.125971906480159,ssp370,Russia
2075,4.083545512585107,ssp370,Russia
2076,3.5306163880299244,ssp370,Russia
2077,3.8932887295301533,ssp370,Russia
2078,3.2601685530967224,ssp370,Russia
2079,4.9330672936875315,ssp370,Russia
2080,3.945294574995123,ssp370,Russia
2081,4.41941404937215,ssp370,Russia
2082,4.875996044545962,ssp370,Russia
2083,4.847150384930198,ssp370,Russia
2084,4.878351016737988,ssp370,Russia
2085,5.418642348981499,ssp370,Russia
2086,4.792317007901212,ssp370,Russia
2087,4.136639972695119,ssp370,Russia
2088,4.667437955232339,ssp370,Russia
2089,5.032754806358959,ssp370,Russia
2090,4.650402372483027,ssp370,Russia
2091,4.4001056328700905,ssp370,Russia
2092,5.103622613844868,ssp370,Russia
2093,5.49773929832577,ssp370,Russia
2094,4.887294392050944,ssp370,Russia
2095,5.541343532926264,ssp370,Russia
2096,5.630560075224022,ssp370,Russia
2097,4.577638911118595,ssp370,Russia
2098,4.421148507474712,ssp370,Russia
2099,4.800236903289636,ssp370,Russia
2100,4.943789646449013,ssp370,Russia
2015,0.3423961765367825,ssp370,Japan
2016,0.3783509669997162,ssp370,Japan
2017,0.7950355002220479,ssp370,Japan
2018,0.7315703946937236,ssp370,Japan
2019,0.906746091116032,ssp370,Japan
2020,-0.38292616740661234,ssp370,Japan
2021,0.3681211335637016,ssp370,Japan
2022,0.3692095654254421,ssp370,Japan
2023,0.33190382026317466,ssp370,Japan
2024,0.48660255763118926,ssp370,Japan
2025,0.3897441776984703,ssp370,Japan
2026,0.5273313436720476,ssp370,Japan
2027,1.1410096858616585,ssp370,Japan
2028,1.2727207633462514,ssp370,Japan
2029,0.7618097969110004,ssp370,Japan
2030,0.55760059026703,ssp370,Japan
2031,0.8756600060166818,ssp370,Japan
2032,1.337105376488796,ssp370,Japan
2033,1.3170436178651508,ssp370,Japan
2034,0.8169229483705573,ssp370,Japan
2035,0.8100965960773542,ssp370,Japan
2036,1.0762070677184188,ssp370,Japan
2037,1.106320457502523,ssp370,Japan
2038,1.3959857648840048,ssp370,Japan
2039,1.2781798022004358,ssp370,Japan
2040,0.5974866505823165,ssp370,Japan
2041,1.7164082547111204,ssp370,Japan
2042,1.346679497576415,ssp370,Japan
2043,1.3507315772113493,ssp370,Japan
2044,1.285507319474287,ssp370,Japan
2045,1.81544841147226,ssp370,Japan
2046,1.2257128179443249,ssp370,Japan
2047,0.916889665847006,ssp370,Japan
2048,1.4004343576352103,ssp370,Japan
2049,1.8652950461691207,ssp370,Japan
2050,1.9084417923784944,ssp370,Japan
2051,2.06894765701212,ssp370,Japan
2052,1.9080842424564342,ssp370,Japan
2053,1.692799577831636,ssp370,Japan
2054,1.4132331859503287,ssp370,Japan
2055,1.8102343245310768,ssp370,Japan
2056,1.9794638871912678,ssp370,Japan
2057,1.6605622899696288,ssp370,Japan
2058,2.242169538763123,ssp370,Japan
2059,2.479280377345032,ssp370,Japan
2060,1.6840931682299636,ssp370,Japan
2061,2.330019444325637,ssp370,Japan
2062,1.7501498115427612,ssp370,Japan
2063,2.5215661329962984,ssp370,Japan
2064,2.0114305417086977,ssp370,Japan
2065,2.0158040139005258,ssp370,Japan
2066,2.555939851360596,ssp370,Japan
2067,2.7152191513053117,ssp370,Japan
2068,2.6912581615522377,ssp370,Japan
2069,1.6699744042097495,ssp370,Japan
2070,2.151965520029596,ssp370,Japan
2071,2.2327044059974477,ssp370,Japan
2072,3.183109323588758,ssp370,Japan
2073,2.889152316908761,ssp370,Japan
2074,2.610645929569195,ssp370,Japan
2075,2.9424587529913073,ssp370,Japan
2076,2.8636622081148615,ssp370,Japan
2077,3.0351425849198947,ssp370,Japan
2078,2.7970077279739147,ssp370,Japan
2079,3.0386423797544233,ssp370,Japan
2080,2.0628008970335454,ssp370,Japan
2081,2.8816107579167065,ssp370,Japan
2082,2.962523628625407,ssp370,Japan
2083,2.831285020913216,ssp370,Japan
2084,3.0482896202154106,ssp370,Japan
2085,4.186946729900525,ssp370,Japan
2086,3.033671963118232,ssp370,Japan
2087,3.2882435886533874,ssp370,Japan
2088,2.846262322461948,ssp370,Japan
2089,3.0874293318479737,ssp370,Japan
2090,3.3464409573633023,ssp370,Japan
2091,3.048069549786244,ssp370,Japan
2092,3.2237067121241783,ssp370,Japan
2093,3.581473622146758,ssp370,Japan
2094,3.2098705605495215,ssp370,Japan
2095,3.0556045470858963,ssp370,Japan
2096,3.806607341024012,ssp370,Japan
2097,2.9997080924408084,ssp370,Japan
2098,4.124367647949723,ssp370,Japan
2099,3.8625494392184043,ssp370,Japan
2100,3.783564254107433,ssp370,Japan
2015,0.7980667450487982,ssp370,India
2016,1.2000191467100825,ssp370,India
2017,1.6814091781206877,ssp370,India
2018,1.3977635349445956,ssp370,India
2019,0.806826933322421,ssp370,India
2020,0.8605263579079336,ssp370,India
2021,1.4995775804477096,ssp370,India
2022,1.4129996078096239,ssp370,India
2023,0.4298513660714608,ssp370,India
2024,0.9764461323750067,ssp370,India
2025,1.3794737664248453,ssp370,India
2026,0.782663578992184,ssp370,India
2027,0.7785302463076589,ssp370,India
2028,0.9683112968512642,ssp370,India
2029,1.429978699351177,ssp370,India
2030,1.0469686319079174,ssp370,India
2031,0.6339048426630263,ssp370,India
2032,1.7585349058453066,ssp370,India
2033,0.9439854917872795,ssp370,India
2034,1.2726054680146877,ssp370,India
2035,1.9153477286476668,ssp370,India
2036,2.0722004431683163,ssp370,India
2037,1.2668639882326305,ssp370,India
2038,1.5168948884733509,ssp370,India
2039,0.8215726637628118,ssp370,India
2040,1.4321670349890716,ssp370,India
2041,1.1185302804857833,ssp370,India
2042,1.8621808813911356,ssp370,India
2043,1.0679069800067043,ssp370,India
2044,1.9640814183260142,ssp370,India
2045,2.177454417989885,ssp370,India
2046,1.5894620791115082,ssp370,India
2047,1.1233496989662224,ssp370,India
2048,2.028242466486691,ssp370,India
2049,1.778075464148614,ssp370,India
2050,1.4372667742727412,ssp370,India
2051,1.8109055049643754,ssp370,India
2052,1.5506604061572704,ssp370,India
2053,1.9861931141718427,ssp370,India
2054,1.4251966108631537,ssp370,India
2055,1.084405246695494,ssp370,India
2056,2.4249577493474472,ssp370,India
2057,2.6991731870886952,ssp370,India
2058,2.076134142731705,ssp370,India
